ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,date
8,1003.1,1013.1,20.2,14.3,69,1.8,320,5,340,0,0,0.3,0.81,18,1,9,2022/4/16
9,1003.7,1013.7,20.7,13.9,65,2.5,350,6.5,340,0,0,0,1,15,2,10,2022/4/16
10,1003.8,1013.8,22.2,15.1,64,1.2,350,4.9,350,0,0,0.1,1.39,...,3,...,2022/4/16
11,1003.1,1013,24.1,16.1,61,2.1,360,3.8,10,0,0,0.3,2.13,15,6,5,2022/4/16
12,1002.7,1012.6,25,15.9,57,1.6,310,4.8,10,0,0,0.4,2.72,...,7,...,2022/4/16
13,1002.5,1012.4,24.8,15.5,56,2.5,350,5.1,20,0,0,0.1,1.85,...,5,...,2022/4/16
14,1002.1,1012,23.4,15,59,2.3,340,6.1,350,0,0,0,0.79,15,2,10,2022/4/16
15,1001.6,1011.5,23.8,14.8,57,2.7,360,6.7,360,0,0,0,1.04,...,2,...,2022/4/16
16,1001.5,1011.4,23.7,14.7,57,2.6,360,7.1,360,0,0,0,0.99,...,2,...,2022/4/16
17,1001.7,1011.7,22.5,14.6,61,2.1,360,6.8,30,0,0,0,0.22,15,0,10,2022/4/16
18,1002.7,1012.7,21.3,13.7,62,2.5,360,7.8,360,0,0,0,0.06,...,0,...,2022/4/16
19,1003.8,1013.8,20.5,13.5,64,3.4,350,7.3,340,0,0,0,0,...,0,...,2022/4/16
20,1004,1014.1,20.1,13.3,65,3.2,20,7.3,20,0,0,...,0,...,0,...,2022/4/16
21,1004.2,1014.2,20.7,13.4,63,1.5,360,4.8,40,0,0,...,0,...,0,...,2022/4/16
22,1004.9,1015,19.6,12.9,65,2.4,350,5.2,350,0,0,...,0,...,0,...,2022/4/16
23,1004.7,1014.8,19.2,12.2,64,2.7,20,7.8,350,0,0,...,0,...,0,...,2022/4/16
24,1004.8,1014.9,18.9,13.3,70,1.4,330,6.2,360,T,0.2,...,0,...,0,...,2022/4/16
1,1005.2,1015.4,17.4,15.4,88,0.4,60,5.3,10,0.5,0.7,...,0,...,0,...,2022/4/17
2,1005,1015.2,16.9,15.1,89,1.1,360,4.4,360,0.5,0.6,...,0,...,0,...,2022/4/17
3,1004.3,1014.5,16.9,15.6,92,0.9,320,2.8,20,0.5,0.4,...,0,...,0,...,2022/4/17
4,1004.6,1014.8,17.1,15.1,88,2.1,340,4.2,340,T,0.1,...,0,...,0,...,2022/4/17
5,1004.8,1015,16.8,15.8,94,0.3,240,3.1,360,T,0.4,...,0,...,0,...,2022/4/17
6,1005.6,1015.8,17.1,15.6,91,1.3,20,3.5,340,T,0.2,0,0,...,0,...,2022/4/17
7,1006.2,1016.4,17.5,15.5,88,0.9,320,3.9,320,T,0.1,0,0.12,...,0,...,2022/4/17
8,1006.7,1016.9,18.1,15.7,86,1.1,340,2.9,300,0,0,0,0.27,20,0,10,2022/4/17
9,1006.7,1016.8,20.1,17.1,83,0.4,180,1.8,280,0,0,0,0.89,10,2,10,2022/4/17
10,1007.1,1017.1,21.4,16.6,74,1.1,330,3.4,340,0,0,0.2,1.77,...,4,...,2022/4/17
11,1007,1017,22.4,16.7,70,2.2,360,5.6,40,0,0,0.1,1.88,20,5,10,2022/4/17
12,1006.3,1016.3,22.5,16.1,67,2,330,4.5,300,0,0,0,1.5,...,5,...,2022/4/17
13,1005.6,1015.6,23.5,16.6,65,2.2,350,6.2,330,0,0,0.3,2.3,...,7,...,2022/4/17
14,1004.9,1014.9,22.9,15.8,64,2.8,360,6,340,0,0,0,1.61,20,5,10,2022/4/17
15,1004.8,1014.8,22.7,15.6,64,2.1,340,6,330,0,0,0,0.85,...,2,...,2022/4/17
16,1004.6,1014.6,21.9,15.7,68,1.5,340,5,350,0,0,0,0.61,...,1,...,2022/4/17
17,1004.4,1014.4,21.1,15.2,69,3.2,360,6.6,350,0,0,0,0.36,20,0,10,2022/4/17
18,1004.6,1014.6,21.3,15.6,70,0.5,170,4.7,330,0,0,0,0.08,...,0,...,2022/4/17
19,1005.2,1015.3,20,15,73,2.9,360,6.3,340,0,0,0,0.01,...,0,...,2022/4/17
20,1005.6,1015.7,20,15,73,1.8,350,5.7,330,0,0,...,0,...,0,...,2022/4/17
21,1006.1,1016.2,20.3,15.3,73,1.1,330,3.7,10,0,0,...,0,...,0,...,2022/4/17
22,1006.5,1016.6,20.6,15.8,74,0.5,360,3,320,0,0,...,0,...,0,...,2022/4/17
23,1006.4,1016.5,20,15.4,75,1.5,340,4.2,310,0,0,...,0,...,0,...,2022/4/17
24,1005.9,1016,18.6,15.5,82,0.3,200,4,340,0,0,...,0,...,0,...,2022/4/17
1,1005.4,1015.5,19.1,15.4,79,1.9,360,2.7,360,0,0,...,0,...,0,...,2022/4/18
2,1005.1,1015.2,18.4,15.8,85,0.1,0,2,360,0,0,...,0,...,0,...,2022/4/18
3,1005.6,1015.7,19,15.7,81,1.2,350,3.7,350,0,0,...,0,...,0,...,2022/4/18
4,1005.4,1015.5,19.1,16.5,85,1.2,190,3.1,140,0,0,...,0,...,0,...,2022/4/18
5,1006,1016.1,19,16.1,83,1,240,3.3,250,0,0,...,0,...,0,...,2022/4/18
6,1005.7,1015.8,18.9,16.3,85,0.1,0,1.7,250,0,0,0,0.01,...,0,...,2022/4/18
7,1006,1016.1,20.3,16.7,80,0.6,90,1.4,300,0,0,0,0.28,...,0,...,2022/4/18
8,1006.5,1016.5,21.2,16.2,73,1.2,340,2.5,330,0,0,0,0.59,18,1,9,2022/4/18
9,1007.3,1017.3,23.1,17.6,71,2.1,350,4.1,10,0,0,0.4,1.3,15,3,10,2022/4/18
10,1007.4,1017.4,23.9,17.2,66,0.9,60,4.9,350,0,0,0.2,1.89,...,4,...,2022/4/18
11,1007.1,1017,25.3,18.5,66,0.5,20,4.3,40,0,0,0.3,1.93,20,5,9,2022/4/18
12,1006.5,1016.4,25.4,17.4,61,1.5,330,4.1,270,0,0,0.2,1.7,...,5,...,2022/4/18
13,1005.5,1015.4,26.2,18.1,61,1.5,350,4.8,10,0,0,0.5,2.28,...,6,...,2022/4/18
14,1005.3,1015.2,25.3,18,64,2.8,350,6.2,360,0,0,0.4,2.32,15,6,9,2022/4/18
15,1004.8,1014.7,24.4,18.1,68,2.1,340,6.7,30,0,0,0,1.39,...,3,...,2022/4/18
16,1004.6,1014.6,23.4,17.6,70,2.1,330,6.7,340,0,0,0,0.73,...,1,...,2022/4/18
17,1004.7,1014.7,22.6,17.5,73,2.5,10,5.3,320,0,0,0,0.41,15,1,10,2022/4/18
18,1005.5,1015.5,21.3,16.9,76,2.4,350,7.4,340,0,0,0,0.14,...,0,...,2022/4/18
19,1005.9,1015.9,21.6,17,75,2.2,10,5.4,320,0,0,0,0.01,...,0,...,2022/4/18
20,1006.6,1016.7,20.5,16.5,78,2.1,350,6.7,340,0,0,...,0,...,0,...,2022/4/18
21,1007.1,1017.2,20.5,16.5,78,1.4,20,5,360,0,0,...,0,...,0,...,2022/4/18
22,1007.5,1017.6,20.3,16.4,78,1.2,350,5.7,350,0,0,...,0,...,0,...,2022/4/18
23,1007.4,1017.5,20.5,16.3,77,1.7,360,4.1,20,0,0,...,0,...,0,...,2022/4/18
24,1007,1017.1,20.6,16.4,77,0.9,340,4.2,290,0,0,...,0,...,0,...,2022/4/18
1,1006.4,1016.5,20.3,16.4,78,0.9,340,2.4,20,0,0,...,0,...,0,...,2022/4/19
2,1006,1016.1,20.2,16.1,77,1.6,10,3.3,360,0,0,...,0,...,0,...,2022/4/19
3,1005.5,1015.6,19.3,16,81,1.8,350,4.7,350,0,0,...,0,...,0,...,2022/4/19
4,1005.2,1015.3,19.4,15.3,77,2.2,360,5.4,330,0,0,...,0,...,0,...,2022/4/19
5,1005.7,1015.8,18.9,14.8,77,1.8,360,4.3,360,0,0,...,0,...,0,...,2022/4/19
6,1005.8,1015.9,19.3,15.4,78,1.5,10,5.1,360,0,0,0,0.01,...,0,...,2022/4/19
7,1006.4,1016.5,19.3,15.4,78,1.9,360,4.3,10,0,0,0,0.2,...,0,...,2022/4/19
8,1007,1017.1,19.4,15.5,78,2,360,5.7,330,0,0,0,0.7,12,1,9,2022/4/19
9,1007.2,1017.3,20.8,15.6,72,1.8,10,6,360,0,0,0.2,1.33,12,2,10,2022/4/19
10,1007.4,1017.5,21.2,16,72,0.5,60,3.4,340,0,0,0,0.45,...,1,...,2022/4/19
11,1007.5,1017.5,22,16.3,70,1.1,330,3.5,320,0,0,0,0.46,15,2,10,2022/4/19
12,1007.3,1017.4,19.6,15.5,77,1,350,6.4,30,0,0,0,0.57,...,2,...,2022/4/19
13,1007.3,1017.4,18.8,16.8,88,1,350,4.3,340,T,0.5,0,0.24,...,1,...,2022/4/19
14,1006.2,1016.3,18.7,17.9,95,0.8,310,4.2,40,2,1,0,0.39,6,1,10,2022/4/19
15,1006.1,1016.2,19,18,94,0.8,310,4.3,350,1,1,0,0.44,...,1,...,2022/4/19
16,1005.8,1015.9,19.2,18.2,94,0.9,320,3,340,0.5,1,0,0.2,...,0,...,2022/4/19
17,1005.8,1015.9,18.9,17.7,93,1.4,340,3.4,360,T,0.4,0,0.16,10,0,10,2022/4/19
18,1006.1,1016.2,18.2,16.7,91,1.5,350,4.8,330,0,0,0,0.04,...,0,...,2022/4/19
19,1006.6,1016.8,17.7,16.6,93,2.1,360,5.8,10,0.5,0.6,0,0,...,0,...,2022/4/19
20,1006.7,1016.9,17.7,16.7,94,0.6,330,4.3,20,T,0.4,...,0,...,0,...,2022/4/19
21,1007.2,1017.4,17.9,17.3,96,0.3,350,3.1,320,0.5,0.5,...,0,...,0,...,2022/4/19
22,1007.6,1017.8,18.3,18,98,0.3,260,1.3,60,T,0.3,...,0,...,0,...,2022/4/19
23,1007.7,1017.9,18.3,17.8,97,0.5,280,2.6,270,T,0.2,...,0,...,0,...,2022/4/19
24,1007,1017.1,18.5,18.2,98,0.7,140,1.4,260,T,0.1,...,0,...,0,...,2022/4/19
1,1006.3,1016.4,18.7,18.4,98,0.8,200,1.8,180,0,0,...,0,...,0,...,2022/4/20
2,1005.4,1015.5,18.5,18.2,98,0.2,0,2.7,160,T,0.3,...,0,...,0,...,2022/4/20
3,1005.4,1015.5,18.7,18.2,97,1,20,3.1,360,0.5,0.7,...,0,...,0,...,2022/4/20
4,1005.6,1015.7,18.8,18.3,97,1.3,340,3.5,20,T,0.2,...,0,...,0,...,2022/4/20
5,1005.9,1016.1,18,17.2,95,2.1,350,4.5,360,0.5,0.5,...,0,...,0,...,2022/4/20
6,1005.7,1015.9,17.6,17,96,1.8,20,4.7,350,0.5,0.6,0,0.01,...,0,...,2022/4/20
7,1005.4,1015.5,19,18.3,96,0.2,0,4.3,20,0,0,0.1,0.3,...,0,...,2022/4/20
8,1005.3,1015.4,20.7,19.5,93,0.9,180,2,200,0,0,0.2,0.8,12,1,7,2022/4/20
9,1005.6,1015.6,23.1,19.7,81,0.6,200,2.2,150,0,0,0.9,1.87,12,3,3,2022/4/20
10,1005.5,1015.4,24,20.3,80,1.1,230,3.2,240,0,0,0.3,1.96,...,4,...,2022/4/20
11,1005.3,1015.2,24.7,19.8,74,2.1,300,4.6,350,0,0,0.2,2.07,12,6,10,2022/4/20
12,1004.9,1014.8,25.2,19.8,72,1.6,350,5.2,10,0,0,0.7,3.32,...,9,...,2022/4/20
13,1004.2,1014.1,25.5,19.9,71,1.9,270,5.3,350,0,0,0.9,3.07,...,9,...,2022/4/20
14,1003.5,1013.4,25.8,19.5,68,1.9,290,4.8,250,0,0,0.8,2.91,12,7,9,2022/4/20
15,1003.1,1013,25.8,18.7,65,1.9,340,4.9,70,0,0,0.6,2.29,...,5,...,2022/4/20
16,1003.2,1013.1,24.5,18.2,68,1.4,330,5.1,350,0,0,0.2,1.3,...,2,...,2022/4/20
17,1003.2,1013.1,23.9,18.1,70,1.7,340,4.8,360,0,0,0,0.73,15,1,9,2022/4/20
18,1003.7,1013.7,23.1,17.8,72,1.2,330,4,350,0,0,0,0.15,...,0,...,2022/4/20
19,1003.9,1013.9,22.7,18.1,75,1.3,350,4.4,330,0,0,0,0.01,...,0,...,2022/4/20
20,1004.2,1014.2,22.5,18.1,76,0.9,320,4,10,0,0,...,0,...,0,...,2022/4/20
21,1005.1,1015.1,22.2,18.2,78,1.6,330,3.7,320,0,0,...,0,...,0,...,2022/4/20
22,1005.5,1015.5,21.9,18.3,80,1.5,30,5.5,20,0,0,...,0,...,0,...,2022/4/20
23,1005,1015,21.8,18.4,81,0.2,0,3.9,30,0,0,...,0,...,0,...,2022/4/20
24,1004.5,1014.5,21.7,18.7,83,0.3,200,1.2,220,0,0,...,0,...,0,...,2022/4/20
1,1003.9,1013.9,21.3,18.7,85,0.5,210,1.7,140,0,0,...,0,...,0,...,2022/4/21
2,1003.7,1013.7,21.3,19.1,87,1.2,340,3.3,350,0,0,...,0,...,0,...,2022/4/21
3,1003.5,1013.5,21,19.3,90,0.3,50,3.7,30,0,0,...,0,...,0,...,2022/4/21
4,1003,1013,20.9,19.4,91,0.6,80,1.8,90,0,0,...,0,...,0,...,2022/4/21
5,1003.5,1013.5,21,19.5,91,0.9,340,3,320,0,0,...,0,...,0,...,2022/4/21
6,1004.3,1014.4,20.3,19.1,93,1.8,10,5.1,340,0,0,0,0.01,...,0,...,2022/4/21
7,1004.5,1014.5,21,19.3,90,1.7,350,5.9,30,0,0,0,0.21,...,0,...,2022/4/21
8,1004.9,1014.9,22.3,19.3,83,0.6,310,3.1,310,0,0,0,0.75,8,1,8,2022/4/21
9,1005.2,1015.1,24,19.5,76,0.9,230,2.6,240,0,0,0.3,1.24,10,2,7,2022/4/21
10,1005.3,1015.2,25.4,19.5,70,1.6,310,5.6,350,0,0,0.6,2.18,...,5,...,2022/4/21
11,1005.1,1015,26.4,20,68,1.3,360,4.2,340,0,0,0.5,2.4,12,6,6,2022/4/21
12,1004.6,1014.4,27.2,19.6,63,0.8,,4.4,360,0,0,0.9,3.28,...,9,...,2022/4/21
13,1003.8,1013.6,27.6,19.7,62,1.1,300,3.9,200,0,0,0.5,2.46,...,7,...,2022/4/21
14,1003,1012.7,29.2,21.2,62,1.6,230,5.2,270,0,0,0.4,2.19,12,5,7,2022/4/21
15,1002.2,1012,28.1,19.6,60,1.4,300,5,350,0,0,0.2,1.54,...,3,...,2022/4/21
16,1001.8,1011.6,28.7,19.6,58,1.9,240,4.8,240,0,0,0.9,1.98,...,3,...,2022/4/21
17,1001.9,1011.7,27.6,19.2,60,1.9,250,4.4,250,0,0,1,1.11,12,1,0,2022/4/21
18,1002.2,1012,26.6,18.7,62,1.8,260,4.3,210,0,0,0.2,0.26,...,0,...,2022/4/21
19,1002.9,1012.8,25.8,18.7,65,0.8,350,3.7,250,0,0,0,0.01,...,0,...,2022/4/21
20,1003.4,1013.3,24.6,19.7,74,0.4,90,1.9,10,0,0,...,0,...,0,...,2022/4/21
21,1003.9,1013.8,24.7,19.8,74,0.4,100,1.6,80,0,0,...,0,...,0,...,2022/4/21
22,1004.2,1014.1,24.5,19.8,75,0.4,140,1.5,140,0,0,...,0,...,0,...,2022/4/21
23,1004.2,1014.1,24.4,19.7,75,0.5,140,1.7,150,0,0,...,0,...,0,...,2022/4/21
24,1003.9,1013.8,23.9,19.8,78,0.5,130,2,110,0,0,...,0,...,0,...,2022/4/21
1,1003.6,1013.6,23.2,19.8,81,0.6,140,1.3,120,0,0,...,0,...,0,...,2022/4/22
2,1003.3,1013.3,23.1,20.1,83,0.5,100,1.5,140,0,0,...,0,...,0,...,2022/4/22
3,1003,1013,22.7,19.9,84,0.3,120,1.3,80,0,0,...,0,...,0,...,2022/4/22
4,1003.2,1013.2,22.2,19.9,87,0.5,110,1.2,140,0,0,...,0,...,0,...,2022/4/22
5,1003.8,1013.8,22.4,20.1,87,0.2,0,0.9,140,0,0,...,0,...,0,...,2022/4/22
6,1004.2,1014.2,23.1,19.9,82,0.3,80,1.3,110,0,0,0,0.03,...,0,...,2022/4/22
7,1004.4,1014.3,24.2,19.9,77,0.3,90,2,80,0,0,0.5,0.49,...,0,...,2022/4/22
8,1004.7,1014.6,25.4,19.8,71,0.5,260,1.7,90,0,0,0.9,1.18,20,1,4,2022/4/22
9,1004.8,1014.6,27.6,19.4,61,1,190,2.8,180,0,0,1,1.97,20,3,7,2022/4/22
10,1004.5,1014.3,28.9,20.1,59,1.1,180,3.2,190,0,0,0.8,2.43,...,6,...,2022/4/22
11,1003.9,1013.6,30.2,20.8,57,1.6,250,3.8,260,0,0,0.7,3.05,20,8,8,2022/4/22
12,1003.1,1012.8,29.9,21,59,1.8,250,4.7,10,0,0,0.3,2.03,...,6,...,2022/4/22
13,1002.3,1012,31.1,21.6,57,2.1,200,6.1,260,0,0,0.9,3.58,...,9,...,2022/4/22
14,1001.2,1010.8,31.7,21.6,55,2.2,250,5.9,260,0,0,0.8,3.04,20,7,5,2022/4/22
15,1000.6,1010.2,31.5,21.7,56,1.7,240,5,260,0,0,0.9,2.56,...,5,...,2022/4/22
16,1000.7,1010.4,30.2,21.6,60,1.3,260,5.3,260,0,0,0.4,1.63,...,2,...,2022/4/22
17,1001,1010.7,29.6,21,60,2.3,330,5.8,10,0,0,0.8,1.28,20,1,6,2022/4/22
18,1001.5,1011.3,28.3,21.1,65,1.5,260,4.3,360,0,0,0,0.19,...,0,...,2022/4/22
19,1001.8,1011.6,27.7,21,67,1.1,240,3.9,240,0,0,0,0.01,...,0,...,2022/4/22
20,1002.1,1011.9,27.4,21.2,69,0.8,230,3,230,0,0,...,0,...,0,...,2022/4/22
21,1002.9,1012.7,27,21.3,71,0.6,230,2.1,240,0,0,...,0,...,0,...,2022/4/22
22,1003.4,1013.2,26.8,21.6,73,0.6,140,1.5,190,0,0,...,0,...,0,...,2022/4/22
23,1003.7,1013.5,26.5,21.9,76,0.7,140,2,160,0,0,...,0,...,0,...,2022/4/22
24,1003.2,1013,26.1,22,78,0.6,170,1.9,120,0,0,...,0,...,0,...,2022/4/22
1,1002.5,1012.4,25.8,21.9,79,0.6,130,1.9,100,0,0,...,0,...,0,...,2022/4/23
2,1001.8,1011.7,25.6,22.1,81,0.2,0,1.4,180,0,0,...,0,...,0,...,2022/4/23
3,1001.3,1011.2,25.3,22,82,0.5,130,1.7,110,0,0,...,0,...,0,...,2022/4/23
4,1001.7,1011.6,24.6,22.3,87,0.8,100,2.2,130,T,0.3,...,0,...,0,...,2022/4/23
5,1001.8,1011.7,24.7,22.8,89,0.6,190,1.9,200,T,0.2,...,0,...,0,...,2022/4/23
6,1002.5,1012.4,24.6,22.9,90,2.2,190,5.2,160,T,0.2,0,0,...,0,...,2022/4/23
7,1002.5,1012.4,24,23,94,1.1,210,3.9,180,T,0.4,0,0.01,...,0,...,2022/4/23
8,1002.2,1012.1,23.4,20.6,84,1.4,210,3,210,0,0,0,0.04,20,0,10,2022/4/23
9,1003.8,1013.7,24.3,18.5,70,2.4,200,5.2,170,0,0,0,0.07,20,0,9,2022/4/23
10,1003.4,1013.3,25.4,18.1,64,2.6,190,8.6,180,0,0,0.1,0.77,...,2,...,2022/4/23
11,1002.9,1012.7,27.7,19,59,2.5,180,8.2,200,T,0.1,0.5,2.16,20,7,7,2022/4/23
12,1001.9,1011.6,29.6,17.1,47,3.2,190,7.8,170,0,0,0.8,3.55,...,10,...,2022/4/23
13,1000.1,1009.8,30.2,19,51,1.3,270,5.7,200,0,0,0.3,2.5,...,8,...,2022/4/23
14,1000.1,1009.8,30.6,18.7,49,2,240,5.2,230,0,0,0.1,1.66,20,5,8,2022/4/23
15,999.9,1009.6,30.3,19.1,51,1.8,210,5.4,190,0,0,0.2,1.84,...,4,...,2022/4/23
16,999.8,1009.5,29.8,20.7,58,2.5,200,7.8,200,0,0,0.9,2.17,...,3,...,2022/4/23
17,999.8,1009.5,29.1,21.1,62,2.8,190,6.8,280,0,0,0.8,1.25,20,1,8,2022/4/23
18,1000.1,1009.9,28.2,22.2,70,2.2,190,6.4,210,0,0,0.1,0.29,...,0,...,2022/4/23
19,1000.3,1010.1,27.7,22.4,73,1.4,180,5.7,180,0,0,0,0.01,...,0,...,2022/4/23
20,1000.7,1010.5,27.1,22.1,74,0.6,160,2.9,130,0,0,...,0,...,0,...,2022/4/23
21,1000.8,1010.6,27.1,22.1,74,1.8,180,4,180,0,0,...,0,...,0,...,2022/4/23
22,1001,1010.8,25.7,22.6,83,0.4,160,2.8,180,0,0,...,0,...,0,...,2022/4/23
23,1001,1010.8,25.9,21.8,78,0.9,210,3.5,180,0,0,...,0,...,0,...,2022/4/23
24,1000.9,1010.8,25.1,21.4,80,0.8,170,3.5,200,0,0,...,0,...,0,...,2022/4/23
1,1000.6,1010.5,24.5,21.4,83,0.5,140,2.3,160,0,0,...,0,...,0,...,2022/4/24
2,1000.2,1010.1,24.4,20.9,81,0.7,180,2.3,160,0,0,...,0,...,0,...,2022/4/24
3,999.7,1009.6,23.9,20.8,83,0.8,240,2.5,260,0,0,...,0,...,0,...,2022/4/24
4,1000.2,1010.1,23.7,20.7,83,0.6,220,2,200,0,0,...,0,...,0,...,2022/4/24
5,1000.8,1010.7,23.3,20.6,85,0.5,140,2,140,0,0,...,0,...,0,...,2022/4/24
6,1001.2,1011.1,23.1,20.1,83,0.4,120,1.8,130,0,0,0,0.02,...,0,...,2022/4/24
7,1001.6,1011.5,24.5,19.6,74,1.1,170,2.2,160,0,0,0.7,0.46,...,0,...,2022/4/24
8,1001.9,1011.7,26.3,19.7,67,0.9,140,2.3,130,0,0,1,1.27,15,1,0,2022/4/24
9,1001.7,1011.5,28.6,22.4,69,1.5,220,4.8,180,0,0,1,2.11,15,4,0,2022/4/24
10,1001.6,1011.3,29.5,22.7,67,2.5,240,5.9,180,0,0,1,2.81,...,6,...,2022/4/24
11,1001.1,1010.8,31.2,23.9,65,2.2,250,5.8,200,0,0,1,3.36,18,9,4,2022/4/24
12,1000.5,1010.2,30.8,22.4,61,2,230,6.4,260,0,0,0.8,3.23,...,9,...,2022/4/24
13,999.9,1009.6,31,23.4,64,2.5,210,6.9,250,0,0,0.9,3.51,...,9,...,2022/4/24
14,999.1,1008.8,31,23.2,63,1.7,230,6.2,260,0,0,1,3.17,15,8,4,2022/4/24
15,998.5,1008.1,31.3,22.9,61,2.3,250,5.7,240,0,0,1,2.8,...,6,...,2022/4/24
16,998.1,1007.7,31,22.9,62,1.8,260,5.5,260,0,0,1,2.03,...,3,...,2022/4/24
17,998.2,1007.9,29.6,22.3,65,2,250,5.7,260,0,0,1,1.24,15,1,2,2022/4/24
18,998.9,1008.6,28.9,22.2,67,1.7,350,5.3,260,0,0,0.2,0.28,...,0,...,2022/4/24
19,999.4,1009.2,27.9,22.4,72,1,320,4,360,0,0,0,0.01,...,0,...,2022/4/24
20,999.8,1009.6,27,22.4,76,0.6,260,3.4,360,0,0,...,0,...,0,...,2022/4/24
21,1000.5,1010.3,27.1,22.5,76,0.7,210,2,210,0,0,...,0,...,0,...,2022/4/24
22,1001.1,1010.9,26.3,22.6,80,0.7,180,2.2,140,0,0,...,0,...,0,...,2022/4/24
23,1001.3,1011.1,26.5,22.2,77,1,200,2.6,210,0,0,...,0,...,0,...,2022/4/24
24,1001,1010.8,26.4,22.5,79,0.7,160,2.7,180,0,0,...,0,...,0,...,2022/4/24
1,1000.9,1010.7,26.3,22.4,79,1.4,230,2.4,240,0,0,...,0,...,0,...,2022/4/25
2,1000.6,1010.4,26.3,22.4,79,1.2,190,3.2,240,0,0,...,0,...,0,...,2022/4/25
3,1000.3,1010.1,26,22.7,82,0.3,220,2.4,200,0,0,...,0,...,0,...,2022/4/25
4,1000.2,1010,26.1,22.8,82,0.8,190,2.5,180,0,0,...,0,...,0,...,2022/4/25
5,1000.4,1010.2,25.4,22.5,84,0.7,200,2.1,240,0,0,...,0,...,0,...,2022/4/25
6,1000.6,1010.5,25.1,22.8,87,0.7,170,2.2,220,0,0,0,0.03,...,0,...,2022/4/25
7,1001.2,1011,25.8,22.3,81,1.3,220,3.4,210,0,0,0.9,0.48,...,0,...,2022/4/25
8,1001,1010.8,27.3,21.8,72,1.7,190,3.7,210,0,0,1,1.3,20,1,0,2022/4/25
9,1000.9,1010.6,29,22.5,68,2,200,5.6,170,0,0,1,2.12,20,4,1,2022/4/25
10,1000.6,1010.3,29.8,22.3,64,2.5,210,6.3,180,0,0,0.9,2.64,...,6,...,2022/4/25
11,1000.2,1009.9,30.7,22.6,62,2.1,210,5.8,250,0,0,0.6,2.69,20,8,4,2022/4/25
12,1000,1009.6,31.4,24.3,66,2.4,250,5.7,280,0,0,0.8,3.18,...,9,...,2022/4/25
13,999.8,1009.5,30.5,23.7,67,2.1,260,6.6,250,0,0,0.7,3.12,...,9,...,2022/4/25
14,999.1,1008.8,30,23.7,69,2.9,260,7.3,250,0,0,0.7,2.74,20,7,9,2022/4/25
15,998.6,1008.3,29.1,23.8,73,3.3,240,8.8,260,0,0,0.5,2.04,...,5,...,2022/4/25
16,998.5,1008.2,28.6,24,76,2.5,240,8.1,240,0,0,0.3,1.29,...,2,...,2022/4/25
17,998.9,1008.6,28.5,23.9,76,2.4,240,7.4,270,0,0,0,0.45,20,1,10,2022/4/25
18,999,1008.8,26.9,21.2,71,1.1,130,5.7,200,0,0,0,0.15,...,0,...,2022/4/25
19,999.2,1009.1,24.9,22.8,88,1,100,2.8,170,T,0.1,0,0.01,...,0,...,2022/4/25
20,999.5,1009.3,25.7,22.8,84,1.1,190,2.8,180,0,0,...,0,...,0,...,2022/4/25
21,1000,1009.8,25.7,23.4,87,0.5,200,3.5,210,T,0.1,...,0,...,0,...,2022/4/25
22,999.9,1009.7,25.3,22.8,86,0.5,140,2.4,180,0.5,0,...,0,...,0,...,2022/4/25
23,999.8,1009.6,25.4,22.9,86,0.7,150,2.4,160,0,0,...,0,...,0,...,2022/4/25
24,999.3,1009.2,24.7,22.6,88,0.3,160,2.2,170,0,0,...,0,...,0,...,2022/4/25
1,998.9,1008.7,25.3,22.4,84,1,170,2.7,170,0,0,...,0,...,0,...,2022/4/26
2,998.4,1008.3,24.6,22.5,88,0.9,200,2.7,190,0,0,...,0,...,0,...,2022/4/26
3,998.2,1008.1,24.1,22.2,89,0.5,110,2.5,190,0,0,...,0,...,0,...,2022/4/26
4,998.2,1008.1,24,22.1,89,0.4,100,2.5,120,0,0,...,0,...,0,...,2022/4/26
5,998.8,1008.7,24.1,22.2,89,0.7,120,2,130,0,0,...,0,...,0,...,2022/4/26
6,999.4,1009.3,24.3,21.6,85,0.9,150,2.3,150,0,0,0,0.02,...,0,...,2022/4/26
7,999.8,1009.6,25.2,21.7,81,1,150,2.6,110,0,0,0,0.18,...,0,...,2022/4/26
8,1000.3,1010.1,27.4,22.1,73,2,220,4.8,260,0,0,0.6,1.22,20,1,0,2022/4/26
9,1000.6,1010.3,28.7,23.4,73,2.7,210,6.8,240,0,0,1,2.24,20,4,6,2022/4/26
10,1000.5,1010.2,29.2,23.2,70,2.8,190,6.5,190,0,0,0.4,1.89,...,4,...,2022/4/26
11,999.9,1009.6,30.4,22.8,64,2.9,200,7.2,180,0,0,0.5,2.21,20,6,8,2022/4/26
12,999.3,1008.9,31.7,22.7,59,2.6,200,8.5,200,0,0,0.8,3.36,...,10,...,2022/4/26
13,998.7,1008.3,32.1,22.8,58,2.6,210,8.5,220,0,0,0.9,3.4,...,9,...,2022/4/26
14,997.9,1007.5,33,24.2,60,2.2,220,7.5,220,0,0,0.6,2.42,20,7,8,2022/4/26
15,997.3,1006.9,31.9,25,67,3,240,7.8,220,0,0,0.5,2.05,...,4,...,2022/4/26
16,997.3,1006.9,31.6,24.5,66,2.5,260,7.3,270,0,0,1,2.17,...,3,...,2022/4/26
